"","uid","pitNamedLocation","endDate","depthIncrementID","sampleID","archiveID","rootStatus","sizeCategory","rootDryMass","incrementRootBiomass","incrementRootDensity","publicationDate"
"1","83db0bf8-2c4a-4e5c-a5a1-1d9892302194","MEGAPT100963",2013-08-19,"BART.3.30","BART.3.30.DEAD.<2MM","BART.3.30.DEAD.<2MM","dead","<=2mm",0.3362,30.56,305.64,"20201217T015540Z"
"2","74048786-3da8-4f8c-85c2-15117ce07fc2","MEGAPT100963",2013-08-19,"BART.3.50","BART.3.50.LIVE.<2MM","BART.3.50.LIVE.<2MM","live","<=2mm",0.0391,3.91,39.1,"20201217T015540Z"
"3","e8974ff3-e429-4cb5-bfda-87d5d81e7fb9","MEGAPT100963",2013-08-19,"BART.3.40","BART.3.40.LIVE.<2MM","BART.3.40.LIVE.<2MM","live","<=2mm",0.1256,11.42,114.18,"20201217T015540Z"
"4","13e9e574-1e82-47e7-a35b-aa94d2cc0605","MEGAPT100963",2013-08-19,"BART.3.20","BART.3.20.DEAD.<2MM","BART.3.20.DEAD.<2MM","dead","<=2mm",0.4613,46.13,461.3,"20201217T015540Z"
"5","44d5c990-48e2-4861-a29b-c238367d818c","MEGAPT100963",2013-08-19,"BART.3.80","BART.3.80.LIVE.<2MM",NA,"live","<=2mm",0.009,0.83,8.33,"20201217T015540Z"
"6","810685e2-2b7d-47b1-bccc-a244386cd7bf","MEGAPT100963",2013-08-19,"BART.3.40","BART.3.40.DEAD.<2MM","BART.3.40.DEAD.<2MM","dead","<=2mm",0.0344,3.13,31.27,"20201217T015540Z"
"7","32b03eff-2c4a-4058-8fc4-22a5f72c9533","MEGAPT100963",2013-08-19,"BART.3.10","BART.3.10.LIVE.<2MM","BART.3.10.LIVE.<2MM","live","<=2mm",4.2613,227.63,2276.34,"20201217T015540Z"
"8","1363313f-abe7-4ed2-b963-11d80f0a0d3e","MEGAPT100963",2013-08-19,"BART.3.90","BART.3.90.DEAD.<2MM","BART.3.90.DEAD.<2MM","dead","<=2mm",0.1876,17.05,170.55,"20201217T015540Z"
"9","faa31e0a-150b-4c9f-8978-85f82ab071f9","MEGAPT100963",2013-08-19,"BART.2.90","BART.2.90.LIVE.<2MM","BART.2.90.LIVE.<2MM","live","<=2mm",0.1773,16.42,164.17,"20201217T015540Z"
"10","c2111027-6230-4ec6-9ccc-d1178ddc5b91","MEGAPT100963",2013-08-19,"BART.3.10","BART.3.10.DEAD.<2MM","BART.3.10.DEAD.<2MM","dead","<=2mm",0.8598,45.93,459.3,"20201217T015540Z"
"11","3e7a2330-af02-4f34-9f4d-8c449adcaff3","MEGAPT100963",2013-08-19,"BART.3.0","BART.3.0.DEAD.<2MM","BART.3.0.DEAD.<2MM","dead","<=2mm",0.6207,62.7,626.97,"20201217T015540Z"
"12","92af7b19-cef4-45ce-a2ab-14bed3e3f68f","MEGAPT100963",2013-08-19,"BART.2.60","BART.2.60.LIVE.<2MM","BART.2.60.LIVE.<2MM","live","<=2mm",0.1311,9.36,93.64,"20201217T015540Z"
"13","d85cbfe9-e933-49bc-827a-bd3c1bf77378","MEGAPT100963",2013-08-19,"BART.3.100","BART.3.100.DEAD.<2MM","BART.3.100.DEAD.<2MM","dead","<=2mm",0.0392,4.36,21.78,"20201217T015540Z"
"14","64b104c8-93c5-4dab-9e24-470c88bc1365","MEGAPT100963",2013-08-19,"BART.3.10","BART.3.10.DEAD.>2MM","BART.3.10.DEAD.>2MM","dead",">2mm",0.8381,44.77,447.7,"20201217T015540Z"
"15","cc889e69-b47d-4295-84f4-ddb32f34b9d5","MEGAPT100963",2013-08-19,"BART.3.0","BART.3.0.DEAD.>2MM","BART.3.0.DEAD.>2MM","dead",">2mm",0.3299,33.32,333.23,"20201217T015540Z"
"16","9a973cdf-4c36-4b82-a0b7-5d208bf1dca8","MEGAPT100963",2013-08-19,"BART.2.40","BART.2.40.LIVE.<2MM","BART.2.40.LIVE.<2MM","live","<=2mm",0.1783,14.86,148.58,"20201217T015540Z"
"17","5cff0eb8-4466-4ab9-af2d-fdbe84ca4b61","MEGAPT100963",2013-08-19,"BART.2.20","BART.2.20.LIVE.<2MM","BART.2.20.LIVE.<2MM","live","<=2mm",1.2115,269.22,2692.22,"20201217T015540Z"
"18","d5c3b644-38b8-4d33-b22a-79a0349b0bd0","MEGAPT100963",2013-08-19,"BART.3.80","BART.3.80.DEAD.<2MM",NA,"dead","<=2mm",0.0125,1.16,11.57,"20201217T015540Z"
"19","87355854-16a3-4f44-a9d7-c1ad01399fe2","MEGAPT100963",2013-08-19,"BART.2.100","BART.2.100.LIVE.<2MM",NA,"live","<=2mm",0.0085,0.85,4.25,"20201217T015540Z"
"20","d63e1593-153d-468b-a58c-10dda2eec1e4","MEGAPT100963",2013-08-19,"BART.2.30","BART.2.30.LIVE.<2MM","BART.2.30.LIVE.<2MM","live","<=2mm",1.0615,106.15,1061.5,"20201217T015540Z"
"21","bc663d2b-6fdd-49ba-aa2f-f6c8f0a84322","MEGAPT100963",2013-08-19,"BART.3.30","BART.3.30.LIVE.<2MM","BART.3.30.LIVE.<2MM","live","<=2mm",0.4724,42.95,429.46,"20201217T015540Z"
"22","14df29b0-55ec-4ea6-9394-b390fff7ee4b","MEGAPT100963",2013-08-19,"BART.3.70","BART.3.70.DEAD.<2MM","BART.3.70.DEAD.<2MM","dead","<=2mm",0.0657,6.26,62.57,"20201217T015540Z"
"23","c8fd6fa8-d71d-4d51-83ff-89926e3c3c45","MEGAPT100963",2013-08-19,"BART.2.120","BART.2.120.LIVE.<2MM",NA,"live","<=2mm",7e-04,0.06,0.32,"20201217T015540Z"
"24","8ed40449-8771-4de4-9987-15303832eeae","MEGAPT100963",2013-08-19,"BART.2.70","BART.2.70.LIVE.<2MM","BART.2.70.LIVE.<2MM","live","<=2mm",0.1532,15.32,153.2,"20201217T015540Z"
"25","ee66d99d-9b90-4fba-8ae1-736a9e8e2bb3","MEGAPT100963",2013-08-19,"BART.1.30","BART.1.30.DEAD.<2MM","BART.1.30.DEAD.<2MM","dead","<=2mm",0.1393,15.48,154.78,"20201217T015540Z"
"26","f91ae7de-5ee2-489c-b23c-e4ab612b0fce","MEGAPT100963",2013-08-19,"BART.1.20","BART.1.20.LIVE.<2MM","BART.1.20.LIVE.<2MM","live","<=2mm",1.1843,118.43,1184.3,"20201217T015540Z"
"27","9a3c0ecc-e956-4c1e-ac20-37e1b11ab80d","MEGAPT100963",2013-08-19,"BART.2.80","BART.2.80.DEAD.<2MM",NA,"dead","<=2mm",0.0102,1.08,10.85,"20201217T015540Z"
"28","686c7124-c308-4e7f-81be-2ca47533db78","MEGAPT100963",2013-08-19,"BART.1.100","BART.1.100.DEAD.<2MM","BART.1.100.DEAD.<2MM","dead","<=2mm",0.032,2.91,14.55,"20201217T015540Z"
"29","71c4e45f-68a6-4ac1-af89-9f6987f6f870","MEGAPT100963",2013-08-19,"BART.1.90","BART.1.90.DEAD.<2MM",NA,"dead","<=2mm",0.0115,1.15,11.5,"20201217T015540Z"
"30","eb017e72-2a49-4ca8-843e-4a46b088aa88","MEGAPT100963",2013-08-19,"BART.1.10","BART.1.10.DEAD.>2MM","BART.1.10.DEAD.>2MM","dead",">2mm",0.6145,61.45,614.5,"20201217T015540Z"
"31","c2ac5aa4-293a-49d4-8e5f-45c6a65d32a2","MEGAPT100963",2013-08-19,"BART.2.10","BART.2.10.DEAD.>2MM","BART.2.10.DEAD.>2MM","dead",">2mm",0.2924,29.24,292.4,"20201217T015540Z"
"32","672643a1-0702-4de0-bf0e-2041715ec04d","MEGAPT100963",2013-08-19,"BART.1.30","BART.1.30.LIVE.<2MM","BART.1.30.LIVE.<2MM","live","<=2mm",0.1672,18.58,185.78,"20201217T015540Z"
"33","ca961001-5270-43b7-99fc-aab91328330b","MEGAPT100963",2013-08-19,"BART.1.40","BART.1.40.LIVE.<2MM","BART.1.40.LIVE.<2MM","live","<=2mm",0.1702,17.02,170.2,"20201217T015540Z"
"34","361cf446-7f9f-4a2f-a18e-abb4b25815c9","MEGAPT100963",2013-08-19,"BART.2.30","BART.2.30.DEAD.>2MM","BART.2.30.DEAD.>2MM","dead",">2mm",0.0723,7.23,72.3,"20201217T015540Z"
"35","d6aa1444-99c6-4386-ad51-0748e9206fb6","MEGAPT100963",2013-08-19,"BART.1.60","BART.1.60.LIVE.<2MM","BART.1.60.LIVE.<2MM","live","<=2mm",0.1131,8.57,85.68,"20201217T015540Z"
"36","a9144258-0620-490a-bba5-a0119b93b7fb","MEGAPT100963",2013-08-19,"BART.1.120","BART.1.120.LIVE.<2MM",NA,"live","<=2mm",0.0119,1.08,5.41,"20201217T015540Z"
"37","b809dd3b-42c9-4046-a143-ab9f7b8764ab","MEGAPT100963",2013-08-19,"BART.1.0","BART.1.0.LIVE.<2MM","BART.1.0.LIVE.<2MM","live","<=2mm",12.7234,1272.34,12723.4,"20201217T015540Z"
"38","c27231d8-cf2b-47f3-89c3-9060ddeae790","MEGAPT100963",2013-08-19,"BART.1.70","BART.1.70.DEAD.>2MM","BART.1.70.DEAD.>2MM","dead",">2mm",0.0613,6.13,61.3,"20201217T015540Z"
"39","6dfa7320-461b-425f-a9e4-d4d11bcf2470","MEGAPT100963",2013-08-19,"BART.1.140","BART.1.140.LIVE.<2MM",NA,"live","<=2mm",1e-04,0.01,0.05,"20201217T015540Z"
"40","ab4c9d80-6563-4171-8d76-5d40548eac1a","MEGAPT100963",2013-08-19,"BART.1.0","BART.1.0.LIVE.>2MM","BART.1.0.LIVE.>2MM","live",">2mm",4.0838,408.38,4083.8,"20201217T015540Z"
"41","ed52d12e-a3c6-4261-a700-5fa93de8a1b7","MEGAPT100963",2013-08-19,"BART.2.10","BART.2.10.LIVE.>2MM","BART.2.10.LIVE.>2MM","live",">2mm",3.6291,362.91,3629.1,"20201217T015540Z"
"42","4ee945c2-669b-4f2e-a77e-d42b0fb1455e","MEGAPT100963",2013-08-19,"BART.2.50","BART.2.50.DEAD.<2MM","BART.2.50.DEAD.<2MM","dead","<=2mm",0.1176,7.64,76.36,"20201217T015540Z"
"43","a14669fd-2af6-483e-9667-c5f6b35f0f5a","MEGAPT100963",2013-08-19,"BART.1.50","BART.1.50.DEAD.<2MM","BART.1.50.DEAD.<2MM","dead","<=2mm",0.0375,3.75,37.5,"20201217T015540Z"
"44","b5e860a4-8632-4710-b3e7-531a665a5c16","MEGAPT100963",2013-08-19,"BART.1.60","BART.1.60.DEAD.<2MM","BART.1.60.DEAD.<2MM","dead","<=2mm",0.0758,5.74,57.42,"20201217T015540Z"
"45","5c11371b-4dfe-4568-a788-b1bcc3ced44b","MEGAPT100963",2013-08-19,"BART.1.10","BART.1.10.DEAD.<2MM","BART.1.10.DEAD.<2MM","dead","<=2mm",0.3463,34.63,346.3,"20201217T015540Z"
"46","13048b96-ef4c-4ada-8739-814686e714fa","MEGAPT100963",2013-08-19,"BART.1.70","BART.1.70.DEAD.<2MM","BART.1.70.DEAD.<2MM","dead","<=2mm",0.2719,27.19,271.9,"20201217T015540Z"
"47","815e0a4c-5821-4bc3-b061-be5f569b9fd6","MEGAPT100963",2013-08-19,"BART.2.100","BART.2.100.DEAD.<2MM",NA,"dead","<=2mm",0.0082,0.82,4.1,"20201217T015540Z"
"48","ec612d06-7414-4c57-bfff-8a9337654777","MEGAPT100963",2013-08-19,"BART.1.60","BART.1.60.LIVE.>2MM","BART.1.60.LIVE.>2MM","live",">2mm",0.1313,9.95,99.47,"20201217T015540Z"
"49","0e43c2c5-7472-4c51-88cb-1dcf9d463fab","MEGAPT100963",2013-08-19,"BART.2.0","BART.2.0.DEAD.<2MM","BART.2.0.DEAD.<2MM","dead","<=2mm",0.5377,53.77,537.7,"20201217T015540Z"
"50","5d6b6224-2393-45a8-b586-ba9e0a72a804","MEGAPT100963",2013-08-19,"BART.1.10","BART.1.10.LIVE.>2MM","BART.1.10.LIVE.>2MM","live",">2mm",4.4225,442.25,4422.5,"20201217T015540Z"
"51","d1c78553-aa62-450f-ae4a-833bf4b7dc25","MEGAPT100963",2013-08-19,"BART.1.120","BART.1.120.DEAD.<2MM",NA,"dead","<=2mm",0.0031,0.28,1.41,"20201217T015540Z"
"52","49f0f0c2-998e-4f06-a81a-3183f9788985","MEGAPT100963",2013-08-19,"BART.1.100","BART.1.100.LIVE.<2MM",NA,"live","<=2mm",0.0087,0.79,3.95,"20201217T015540Z"
"53","91fd702c-2d2d-4dbb-be09-f3977ec02016","MEGAPT100963",2013-08-19,"BART.2.70","BART.2.70.DEAD.<2MM","BART.2.70.DEAD.<2MM","dead","<=2mm",0.0765,7.65,76.5,"20201217T015540Z"
"54","6722a8a4-e345-4c7a-9b3b-d8657c622b7f","MEGAPT100963",2013-08-19,"BART.1.50","BART.1.50.LIVE.<2MM","BART.1.50.LIVE.<2MM","live","<=2mm",0.0579,5.79,57.9,"20201217T015540Z"
"55","20c07876-2df2-4bc8-b2be-f7120f117298","MEGAPT100963",2013-08-19,"BART.2.90","BART.2.90.DEAD.<2MM","BART.2.90.DEAD.<2MM","dead","<=2mm",0.2377,22.01,220.09,"20201217T015540Z"
"56","da9c31c5-eae9-45b0-a06a-73ff433c438b","MEGAPT100963",2013-08-19,"BART.3.20","BART.3.20.LIVE.<2MM","BART.3.20.LIVE.<2MM","live","<=2mm",1.4385,143.85,1438.5,"20201217T015540Z"
"57","8dd9bc51-bdbc-4958-823d-478d30f1fa4d","MEGAPT100963",2013-08-19,"BART.3.50","BART.3.50.DEAD.<2MM","BART.3.50.DEAD.<2MM","dead","<=2mm",0.0272,2.72,27.2,"20201217T015540Z"
"58","8e677bce-c702-41bc-9962-3d10e88c27bd","MEGAPT100963",2013-08-19,"BART.3.20","BART.3.20.DEAD.>2MM","BART.3.20.DEAD.>2MM","dead",">2mm",0.3755,37.55,375.5,"20201217T015540Z"
"59","dee3feb2-9c50-4d54-b46c-5682887926bb","MEGAPT100963",2013-08-19,"BART.3.0","BART.3.0.LIVE.<2MM","BART.3.0.LIVE.<2MM","live","<=2mm",4.855,490.4,4904.04,"20201217T015540Z"
"60","70d905a7-d9bc-4724-b190-0bb8307eaf25","MEGAPT100963",2013-08-19,"BART.3.60","BART.3.60.DEAD.<2MM","BART.3.60.DEAD.<2MM","dead","<=2mm",0.061,6.1,61,"20201217T015540Z"
"61","324bfc3a-cd7a-40d1-9501-8517527c39b1","MEGAPT100963",2013-08-19,"BART.3.140","BART.3.140.LIVE.<2MM",NA,"live","<=2mm",0.0032,0.32,1.6,"20201217T015540Z"
"62","3a40644b-341b-46fa-976d-f8aa5f633fbb","MEGAPT100963",2013-08-19,"BART.3.20","BART.3.20.LIVE.>2MM","BART.3.20.LIVE.>2MM","live",">2mm",1.1524,115.24,1152.4,"20201217T015540Z"
"63","53bcced2-1ce6-44b0-a608-0b94e8efba39","MEGAPT100963",2013-08-19,"BART.3.10","BART.3.10.LIVE.>2MM","BART.3.10.LIVE.>2MM","live",">2mm",8.3646,446.83,4468.27,"20201217T015540Z"
"64","948c5d8b-684b-4569-82ca-ecad5c8f2b7b","MEGAPT100963",2013-08-19,"BART.2.50","BART.2.50.LIVE.<2MM","BART.2.50.LIVE.<2MM","live","<=2mm",0.2009,13.05,130.46,"20201217T015540Z"
"65","b05b1bb7-6707-4362-8b02-cf6a4d63ed81","MEGAPT100963",2013-08-19,"BART.3.60","BART.3.60.LIVE.<2MM",NA,"live","<=2mm",0.0065,0.65,6.5,"20201217T015540Z"
"66","9a457b45-d463-4dad-bce3-40863e28e2d2","MEGAPT100963",2013-08-19,"BART.3.100","BART.3.100.LIVE.<2MM","BART.3.100.LIVE.<2MM","live","<=2mm",0.184,20.44,102.22,"20201217T015540Z"
"67","223435de-19e5-4804-9aec-c6189570d6a2","MEGAPT100963",2013-08-19,"BART.3.140","BART.3.140.DEAD.<2MM","BART.3.140.DEAD.<2MM","dead","<=2mm",0.0249,2.49,12.45,"20201217T015540Z"
"68","60cfa175-c50c-439e-98db-9a293c4099f8","MEGAPT100963",2013-08-19,"BART.2.80","BART.2.80.LIVE.<2MM",NA,"live","<=2mm",0.0075,0.8,7.97,"20201217T015540Z"
"69","af68dec0-325c-409e-8879-404a1c3dfb14","MEGAPT100963",2013-08-19,"BART.2.140","BART.2.140.LIVE.<2MM",NA,"live","<=2mm",3e-04,0.03,0.15,"20201217T015540Z"
"70","bb390603-c02d-456a-997a-6a586a98a530","MEGAPT100963",2013-08-19,"BART.3.90","BART.3.90.LIVE.<2MM","BART.3.90.LIVE.<2MM","live","<=2mm",0.0738,6.71,67.09,"20201217T015540Z"
"71","1d9e0977-7a99-4b95-9c2a-109cea35330c","MEGAPT100963",2013-08-19,"BART.2.10","BART.2.10.LIVE.<2MM","BART.2.10.LIVE.<2MM","live","<=2mm",2.8316,283.16,2831.6,"20201217T015540Z"
"72","0534685c-32ef-4ae2-9e2c-398dde4f3e93","MEGAPT100963",2013-08-19,"BART.3.70","BART.3.70.LIVE.<2MM","BART.3.70.LIVE.<2MM","live","<=2mm",0.0261,2.49,24.86,"20201217T015540Z"
"73","a96df67a-37e6-48ce-86ca-46a0f3f20899","MEGAPT100963",2013-08-19,"BART.1.80","BART.1.80.LIVE.<2MM","BART.1.80.LIVE.<2MM","live","<=2mm",0.1659,15.05,150.48,"20201217T015540Z"
"74","2b776088-b1e0-4b1f-bd43-0d52f51605d0","MEGAPT100963",2013-08-19,"BART.2.0","BART.2.0.LIVE.<2MM","BART.2.0.LIVE.<2MM","live","<=2mm",3.4264,342.64,3426.4,"20201217T015540Z"
"75","ec7ec986-cdea-43c3-b7a7-6bbc233769d7","MEGAPT100963",2013-08-19,"BART.1.0","BART.1.0.DEAD.<2MM","BART.1.0.DEAD.<2MM","dead","<=2mm",0.0992,9.92,99.2,"20201217T015540Z"
"76","df25a81a-5005-409e-899e-e3851ae24ad5","MEGAPT100963",2013-08-19,"BART.1.20","BART.1.20.DEAD.<2MM","BART.1.20.DEAD.<2MM","dead","<=2mm",0.1321,13.21,132.1,"20201217T015540Z"
"77","5f5f2711-9895-48b6-882a-28a6b69293bb","MEGAPT100963",2013-08-19,"BART.2.120","BART.2.120.DEAD.<2MM",NA,"dead","<=2mm",0.0021,0.19,0.95,"20201217T015540Z"
"78","ee28c2b7-a20d-4e2b-9785-07ccda023876","MEGAPT100963",2013-08-19,"BART.2.20","BART.2.20.DEAD.<2MM","BART.2.20.DEAD.<2MM","dead","<=2mm",0.1992,44.27,442.67,"20201217T015540Z"
"79","fd37cb69-35af-4045-8430-ebc8edb3758c","MEGAPT100963",2013-08-19,"BART.1.80","BART.1.80.DEAD.<2MM","BART.1.80.DEAD.<2MM","dead","<=2mm",0.1184,10.74,107.39,"20201217T015540Z"
"80","c2aa28e4-62b7-4660-ad68-eb59dbcbf296","MEGAPT100963",2013-08-19,"BART.1.70","BART.1.70.LIVE.<2MM","BART.1.70.LIVE.<2MM","live","<=2mm",0.4853,48.53,485.3,"20201217T015540Z"
"81","0c035729-6df5-46f9-acf3-24dfeb0b26fe","MEGAPT100963",2013-08-19,"BART.2.60","BART.2.60.DEAD.<2MM","BART.2.60.DEAD.<2MM","dead","<=2mm",0.1738,12.41,124.14,"20201217T015540Z"
"82","1e2f919c-320b-42c6-aa39-c73ff8dcf54b","MEGAPT100963",2013-08-19,"BART.1.40","BART.1.40.DEAD.<2MM","BART.1.40.DEAD.<2MM","dead","<=2mm",0.2275,22.75,227.5,"20201217T015540Z"
"83","d1502827-f8fb-45b7-aaf4-42642a88a67e","MEGAPT100963",2013-08-19,"BART.2.10","BART.2.10.DEAD.<2MM","BART.2.10.DEAD.<2MM","dead","<=2mm",0.4948,49.48,494.8,"20201217T015540Z"
"84","8f2067c1-7206-4791-84b3-ca5ee1025a3c","MEGAPT100963",2013-08-19,"BART.2.20","BART.2.20.DEAD.>2MM","BART.2.20.DEAD.>2MM","dead",">2mm",0.1119,24.87,248.67,"20201217T015540Z"
"85","61a04a23-6ba8-4e22-997a-adf68be7346d","MEGAPT100963",2013-08-19,"BART.2.30","BART.2.30.DEAD.<2MM","BART.2.30.DEAD.<2MM","dead","<=2mm",0.2939,29.39,293.9,"20201217T015540Z"
"86","01909d1c-e305-427c-a288-c2473db8eadb","MEGAPT100963",2013-08-19,"BART.2.0","BART.2.0.LIVE.>2MM","BART.2.0.LIVE.>2MM","live",">2mm",5.1916,519.16,5191.6,"20201217T015540Z"
"87","4a0dcfe5-e8d8-4a65-97ff-6719d29f9b79","MEGAPT100963",2013-08-19,"BART.1.90","BART.1.90.LIVE.<2MM",NA,"live","<=2mm",0.005,0.5,5,"20201217T015540Z"
"88","42af7efc-b7f1-4420-bec1-b84a11346b83","MEGAPT100963",2013-08-19,"BART.2.20","BART.2.20.LIVE.>2MM","BART.2.20.LIVE.>2MM","live",">2mm",3.2772,728.27,7282.67,"20201217T015540Z"
"89","9efc4c2f-376d-4cd6-bd63-c989f86d4e42","MEGAPT100963",2013-08-19,"BART.2.0","BART.2.0.DEAD.>2MM","BART.2.0.DEAD.>2MM","dead",">2mm",0.6229,62.29,622.9,"20201217T015540Z"
"90","d2cca2b6-aedb-4eac-b66b-add295679908","MEGAPT100963",2013-08-19,"BART.1.10","BART.1.10.LIVE.<2MM","BART.1.10.LIVE.<2MM","live","<=2mm",2.187,218.7,2187,"20201217T015540Z"
"91","14785302-b7d7-4ec9-8e67-332d2af51a25","MEGAPT100963",2013-08-19,"BART.2.40","BART.2.40.DEAD.<2MM","BART.2.40.DEAD.<2MM","dead","<=2mm",0.1004,8.37,83.67,"20201217T015540Z"
"92","2584f55f-8aec-428f-aa9b-9e8ade5fc5ba","MEGAPT100973",2012-07-17,"HARV.3.10","HARV.3.10.LIVE.>2MM","HARV.3.10.LIVE.>2MM","live",">2mm",0.177,34.93,349.31,"20201217T001936Z"
"93","16ec1e2e-a821-4ee0-b033-74f82a796d9f","MEGAPT100973",2012-07-17,"HARV.1.30","HARV.1.30.LIVE.<2MM","HARV.1.30.LIVE.<2MM","live","<=2mm",0.6412,131.82,1318.15,"20201217T001936Z"
"94","f2557461-fb30-4adf-96af-00398ea63d9d","MEGAPT100973",2012-07-17,"HARV.2.60","HARV.2.60.LIVE.>2MM","HARV.2.60.LIVE.>2MM","live",">2mm",0.0224,4.42,44.21,"20201217T001936Z"
"95","ca5dc08d-adbc-4ee8-a06b-27c3aa8d20fc","MEGAPT100973",2012-07-17,"HARV.3.30","HARV.3.30.LIVE.<2MM","HARV.3.30.LIVE.<2MM","live","<=2mm",0.6451,106.09,1060.93,"20201217T001936Z"
"96","f73ebee0-86ac-4054-b5d6-ce6361a2a501","MEGAPT100973",2012-07-17,"HARV.3.20","HARV.3.20.LIVE.<2MM","HARV.3.20.LIVE.<2MM","live","<=2mm",0.4028,110.41,1104.08,"20201217T001936Z"
"97","fd6080d5-36ff-4de4-84cd-e67b107a6931","MEGAPT100973",2012-07-17,"HARV.1.10","HARV.1.10.LIVE.<2MM","HARV.1.10.LIVE.<2MM","live","<=2mm",0.829,409.01,4090.13,"20201217T001936Z"
"98","ecfc4ede-f4b8-42de-b5b8-579f902a2c75","MEGAPT100973",2012-07-17,"HARV.2.0","HARV.2.0.LIVE.>2MM","HARV.2.0.LIVE.>2MM","live",">2mm",0.0908,15.45,154.48,"20201217T001936Z"
"99","f51e8397-b48f-443c-9371-21d9dcce8a63","MEGAPT100973",2012-07-17,"HARV.2.70","HARV.2.70.LIVE.<2MM","HARV.2.70.LIVE.<2MM","live","<=2mm",0.0791,18.58,185.84,"20201217T001936Z"
"100","43093c3b-a919-4f54-a89e-145580ec61f8","MEGAPT100973",2012-07-17,"HARV.1.50","HARV.1.50.LIVE.<2MM","HARV.1.50.LIVE.<2MM","live","<=2mm",0.1958,87.82,878.22,"20201217T001936Z"
"101","5cff463c-36e8-43d8-b5f9-395792333135","MEGAPT100973",2012-07-17,"HARV.2.20","HARV.2.20.LIVE.<2MM","HARV.2.20.LIVE.<2MM","live","<=2mm",1.059,193.52,1935.15,"20201217T001936Z"
"102","f0393480-a653-41fb-8221-16fd47b4773e","MEGAPT100973",2012-07-17,"HARV.2.30","HARV.2.30.LIVE.<2MM","HARV.2.30.LIVE.<2MM","live","<=2mm",0.5317,93.69,936.9,"20201217T001936Z"
"103","ca1cb09c-a41c-4b08-91c3-ec689c08bdf6","MEGAPT100973",2012-07-17,"HARV.1.20","HARV.1.20.LIVE.<2MM","HARV.1.20.LIVE.<2MM","live","<=2mm",0.1733,171.01,1710.06,"20201217T001936Z"
"104","6a5447a1-4f2a-400a-9a0f-d7562e206d1a","MEGAPT100973",2012-07-17,"HARV.3.20","HARV.3.20.LIVE.>2MM","HARV.3.20.LIVE.>2MM","live",">2mm",0.1297,35.55,355.51,"20201217T001936Z"
"105","e63806b1-a3a0-4bb4-ba5f-2e4b044a948c","MEGAPT100973",2012-07-17,"HARV.1.120","HARV.1.120.LIVE.<2MM","HARV.1.120.LIVE.<2MM","live","<=2mm",0.2371,55.71,557.05,"20201217T001936Z"
"106","1c5217b9-b20d-4338-be19-83bc063e6fb6","MEGAPT100973",2012-07-17,"HARV.1.70","HARV.1.70.LIVE.<2MM","HARV.1.70.LIVE.<2MM","live","<=2mm",0.0393,11.41,114.06,"20201217T001936Z"
"107","4f83fa91-43c2-4d64-b447-a3febfc3f796","MEGAPT100973",2012-07-17,"HARV.3.10","HARV.3.10.LIVE.<2MM","HARV.3.10.LIVE.<2MM","live","<=2mm",1.2337,243.47,2434.74,"20201217T001936Z"
"108","2ef06cd6-aa81-474b-90aa-36231095074d","MEGAPT100973",2012-07-17,"HARV.2.0","HARV.2.0.LIVE.<2MM","HARV.2.0.LIVE.<2MM","live","<=2mm",2.6064,443.43,4434.31,"20201217T001936Z"
"109","71b80086-2769-4ef4-9bd6-3585367ef5d4","MEGAPT100973",2012-07-17,"HARV.1.40","HARV.1.40.LIVE.<2MM","HARV.1.40.LIVE.<2MM","live","<=2mm",0.2419,85.25,852.49,"20201217T001936Z"
"110","12e6f36f-1005-437b-8e08-ef3edeb3501a","MEGAPT100973",2012-07-17,"HARV.2.40","HARV.2.40.LIVE.<2MM","HARV.2.40.LIVE.<2MM","live","<=2mm",3.0801,723.65,7236.49,"20201217T001936Z"
"111","48025f5b-2d41-4e33-9d7d-6ec0daf4fec5","MEGAPT100973",2012-07-17,"HARV.1.0","HARV.1.0.LIVE.>2MM","HARV.1.0.LIVE.>2MM","live",">2mm",0.5061,86.1,861.04,"20201217T001936Z"
"112","e8a3174c-2b62-484e-986c-43b3a1a9c4de","MEGAPT100973",2012-07-17,"HARV.1.110","HARV.1.110.LIVE.<2MM","HARV.1.110.LIVE.<2MM","live","<=2mm",0.1138,18.72,187.16,"20201217T001936Z"
"113","44047e08-ae37-4bdd-a4b1-1f8369b31bd4","MEGAPT100973",2012-07-17,"HARV.2.30","HARV.2.30.LIVE.>2MM","HARV.2.30.LIVE.>2MM","live",">2mm",1.7533,308.95,3089.45,"20201217T001936Z"
"114","72ce786a-3048-4e65-b3c2-4227bc6db308","MEGAPT100973",2012-07-17,"HARV.1.0","HARV.1.0.LIVE.<2MM","HARV.1.0.LIVE.<2MM","live","<=2mm",4.2057,715.52,7155.22,"20201217T001936Z"
"115","8364511f-25c2-4873-b578-98c99b7453b2","MEGAPT100973",2012-07-17,"HARV.1.10","HARV.1.10.LIVE.>2MM","HARV.1.10.LIVE.>2MM","live",">2mm",0.0814,40.16,401.61,"20201217T001936Z"
"116","77b44c0c-7221-4739-ac32-ebc10f505646","MEGAPT100973",2012-07-17,"HARV.2.10","HARV.2.10.LIVE.>2MM","HARV.2.10.LIVE.>2MM","live",">2mm",0.1492,24.54,245.38,"20201217T001936Z"
